,entry_time,exit_time,date,ticker,side,entry_px,exit_px,pnl_pct,net_pnl_pct,qty,net_pnl_inr,long_conv,short_conv,score_15m,cum_pnl_inr
1,2026-06-05 09:15:00,2026-06-05 10:15:00,2026-06-05,ITC.NS,LONG,279.95,279.85,-0.0357,-0.1357,355,-134.88,0.016605626791715622,-0.016605626791715622,2.5309953689575195,-134.88
2,2026-06-05 09:15:00,2026-06-05 10:15:00,2026-06-05,DABUR.NS,LONG,422.5,425.2,0.6391,0.5391,235,535.21,0.010722745209932327,-0.010722745209932327,2.2228879928588867,400.33000000000004
3,2026-06-05 09:15:00,2026-06-05 10:15:00,2026-06-05,EICHERMOT.NS,LONG,7085.0,7071.0,-0.1976,-0.2976,14,-295.19,0.009353246539831161,-0.009353246539831161,2.2228879928588867,105.14000000000004
4,2026-06-05 09:15:00,2026-06-05 10:15:00,2026-06-05,ATGL.NS,SHORT,760.35,758.95,0.1841,0.0841,130,83.15,-0.01952214725315571,0.01952214725315571,-2.6823480129241943,188.29000000000005
5,2026-06-05 09:15:00,2026-06-05 10:15:00,2026-06-05,ADANIENT.NS,SHORT,3031.0,3029.8,0.0396,-0.0604,32,-58.59,-0.01666507124900818,0.01666507124900818,-2.973179817199707,129.70000000000005
6,2026-06-05 09:15:00,2026-06-05 10:15:00,2026-06-05,ZEEL.NS,SHORT,109.45,111.88,-2.2202,-2.3202,909,-2308.36,-0.010750658810138702,0.010750658810138702,-2.7642829418182373,-2178.66
7,2026-06-05 09:30:00,2026-06-05 10:30:00,2026-06-05,AUROPHARMA.NS,LONG,1486.6,1476.5,-0.6794,-0.7794,66,-764.72,0.012699253857135773,-0.012699253857135773,2.7068445682525635,-2943.38
8,2026-06-05 09:30:00,2026-06-05 10:30:00,2026-06-05,PAGEIND.NS,LONG,38580.0,38460.0,-0.311,-0.411,2,-317.16,0.008467279374599457,-0.008467279374599457,3.239645481109619,-3260.54
9,2026-06-05 09:30:00,2026-06-05 10:30:00,2026-06-05,RAMCOCEM.NS,LONG,877.15,874.8,-0.2679,-0.3679,113,-364.67,0.008094973862171173,-0.008094973862171173,2.782382011413574,-3625.21
10,2026-06-05 09:30:00,2026-06-05 10:30:00,2026-06-05,NYKAA.NS,SHORT,269.0,267.25,0.6506,0.5506,369,546.49,-0.07183322310447693,0.07183322310447693,-2.135470151901245,-3078.7200000000003
11,2026-06-05 09:30:00,2026-06-05 10:30:00,2026-06-05,ARE&M.NS,SHORT,866.3,856.7,1.1082,1.0082,114,995.64,-0.004414010792970657,0.004414010792970657,-2.103527069091797,-2083.0800000000004
12,2026-06-05 09:30:00,2026-06-05 10:30:00,2026-06-05,NESTLEIND.NS,SHORT,1378.8,1377.8,0.0725,-0.0275,72,-27.27,-0.0019263401627540588,0.0019263401627540588,-2.0417065620422363,-2110.3500000000004
13,2026-06-05 09:45:00,2026-06-05 10:45:00,2026-06-05,COROMANDEL.NS,SHORT,1786.0,1791.9,-0.3303,-0.4303,55,-422.73,-0.0028631873428821564,0.0028631873428821564,-3.623734712600708,-2533.0800000000004
